City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
393,Bondo,CD,2021-27-27 09:32:04,3.8146,23.6866,81.81,61,91,2.21
394,Sompeta,IN,2021-27-27 09:32:04,18.9333,84.6,87.98,64,99,5.08
395,Champerico,GT,2021-27-27 09:32:05,14.3,-91.9167,81.36,85,67,4.94
396,Gornopravdinsk,RU,2021-27-27 09:32:05,60.05,69.9,61.79,80,74,9.86
397,Coihaique,CL,2021-27-27 09:32:06,-45.5752,-72.0662,35.55,80,0,4.61
398,Salinopolis,BR,2021-27-27 09:31:25,-0.6136,-47.3561,78.3,80,21,5.59
399,Salekhard,RU,2021-27-27 09:32:06,66.53,66.6019,60.28,59,99,8.88
400,Knysna,ZA,2021-27-27 09:32:07,-34.0363,23.0471,64.78,35,0,7.43
401,Lavrentiya,RU,2021-27-27 09:32:07,65.5833,-171.0,43.57,99,100,3.94
402,Harper,LR,2021-27-27 09:32:08,4.375,-7.7169,78.01,74,100,10.11
403,Katsuura,JP,2021-27-27 09:30:51,35.1333,140.3,88.11,77,19,5.17
404,Karaman,TR,2021-27-27 09:32:08,37.0833,33.25,79.65,30,0,18.54
405,Grand Gaube,MU,2021-27-27 09:32:09,-20.0064,57.6608,74.37,69,37,11.99
406,Yerbogachen,RU,2021-27-27 09:32:09,61.2767,108.0108,88.21,34,2,6.82
407,Urucara,BR,2021-27-27 09:32:09,-2.5364,-57.76,69.58,77,0,0.96
408,Farmington,US,2021-27-27 09:32:10,36.7281,-108.2187,66.88,87,1,5.75
409,Baracoa,CU,2021-27-27 09:32:10,20.3467,-74.4958,78.48,88,85,1.19
410,San Luis,AR,2021-27-27 09:32:10,-33.295,-66.3356,34.61,37,2,1.45
411,Awjilah,LY,2021-27-27 09:32:11,29.1081,21.2869,94.91,22,0,5.93
412,Santarem,BR,2021-27-27 09:32:11,-2.4431,-54.7083,73.53,100,0,0.0
413,Centralia,US,2021-27-27 09:31:54,46.7162,-122.9543,63.05,80,1,0.0
414,Nalut,LY,2021-27-27 09:32:12,30.3333,10.85,94.6,14,0,9.55
415,Alofi,NU,2021-27-27 09:32:12,-19.0595,-169.9187,67.89,100,44,1.14
416,Codrington,AU,2021-27-27 09:30:28,-38.2667,141.9667,56.35,75,100,20.62
417,Do Gonbadan,IR,2021-27-27 09:32:13,30.3586,50.7981,111.29,7,0,9.22
418,Presidencia Roque Saenz Pena,AR,2021-27-27 09:30:55,-26.7852,-60.4388,49.32,50,1,9.15
419,Pingzhuang,CN,2021-27-27 09:32:13,42.0372,119.2889,74.91,74,100,3.18
420,Narsaq,GL,2021-27-27 09:30:32,60.9167,-46.05,48.42,78,100,3.27
421,Qasigiannguit,GL,2021-27-27 09:32:14,68.8193,-51.1922,61.05,74,100,5.26
422,Klaksvik,FO,2021-27-27 09:32:14,62.2266,-6.589,54.52,98,100,11.63
423,Grindavik,IS,2021-27-27 09:32:15,63.8424,-22.4338,53.55,87,0,14.97
424,Moerai,PF,2021-27-27 09:32:15,-22.4333,-151.3333,75.06,82,100,17.27
425,Tuatapere,NZ,2021-27-27 09:32:16,-46.1333,167.6833,45.82,83,78,7.67
426,Northam,GB,2021-27-27 09:32:16,51.0333,-4.2167,69.21,86,97,5.73
427,Mondlo,ZA,2021-27-27 09:32:16,-27.983,30.7177,66.07,12,0,12.08
428,Talnakh,RU,2021-27-27 09:32:17,69.4865,88.3972,84.94,40,78,17.4
429,Ouidah,BJ,2021-27-27 09:32:17,6.3631,2.0851,78.66,67,100,13.96
430,San Quintin,MX,2021-27-27 09:32:18,30.4833,-115.95,66.97,88,0,7.05
431,Cabedelo,BR,2021-27-27 09:29:33,-6.9811,-34.8339,70.47,85,53,9.4
432,Buchanan,LR,2021-27-27 09:32:18,5.8808,-10.0467,78.06,82,75,11.95
433,Linjiang,CN,2021-27-27 09:32:19,41.8069,126.9078,84.02,70,48,4.0
434,Nome,US,2021-27-27 09:32:19,64.5011,-165.4064,50.07,93,90,11.5
435,Mogadishu,SO,2021-27-27 09:32:19,2.0371,45.3438,78.67,61,90,21.85
436,Nguruka,TZ,2021-27-27 09:32:20,-5.1092,31.0419,80.22,23,19,7.43
437,Leningradskiy,RU,2021-27-27 09:32:20,69.3833,178.4167,37.02,95,100,5.46
438,Narodychi,UA,2021-27-27 09:32:20,51.2029,29.0823,84.99,39,42,13.42
439,Trabzon,TR,2021-27-27 09:32:21,40.9167,39.8333,66.29,94,75,4.61
440,Olafsvik,IS,2021-27-27 09:32:21,64.8945,-23.7142,50.45,77,42,17.67
441,Vila Velha,BR,2021-27-27 09:32:22,-20.3297,-40.2925,62.55,94,0,3.44
442,Pisco,PE,2021-27-27 09:32:22,-13.7,-76.2167,58.01,88,0,4.61
443,Uusikaupunki,FI,2021-27-27 09:32:22,60.8004,21.4084,84.72,47,100,7.61
444,Lorengau,PG,2021-27-27 09:32:23,-2.0226,147.2712,82.53,75,59,7.72
445,Bonavista,CA,2021-27-27 09:32:23,48.6499,-53.1147,57.2,92,84,13.18
446,Yulara,AU,2021-27-27 09:32:24,-25.2406,130.9889,78.64,15,8,14.97
447,Kysyl-Syr,RU,2021-27-27 09:32:24,63.8986,122.7617,76.17,40,5,7.56
448,San Patricio,US,2021-27-27 09:31:15,28.017,-97.5169,81.84,88,3,4.36
449,Valle De Allende,MX,2021-27-27 09:32:24,26.9333,-105.4,69.96,40,34,6.24
450,Tomatlan,MX,2021-27-27 09:32:25,19.9333,-105.25,72.81,90,92,4.72
451,Takoradi,GH,2021-27-27 09:32:25,4.8845,-1.7554,79.32,68,100,11.36
452,Sibu,MY,2021-27-27 09:32:26,2.3,111.8167,91.71,62,40,5.75
453,Atar,MR,2021-27-27 09:31:21,20.5169,-13.0499,94.53,21,4,8.25
454,Goderich,CA,2021-27-27 09:31:12,43.7501,-81.7165,70.92,83,29,5.75
455,Puerto Escondido,MX,2021-27-27 09:32:26,15.85,-97.0667,77.74,82,94,4.65
456,Provideniya,RU,2021-27-27 09:32:27,64.3833,-173.3,46.65,99,100,8.14
457,Betong,TH,2021-27-27 09:32:27,5.7743,101.0723,83.39,71,54,4.56
458,Media Luna,CU,2021-27-27 09:32:27,20.1419,-77.435,77.67,82,74,5.14
459,Vanimo,PG,2021-27-27 09:32:28,-2.6741,141.3028,79.84,87,63,7.83
460,Praia Da Vitoria,PT,2021-27-27 09:32:28,38.7333,-27.0667,75.76,94,75,11.54
461,Kota Belud,MY,2021-27-27 09:32:28,6.351,116.4305,91.26,73,77,9.51
462,Imbituba,BR,2021-27-27 09:32:29,-28.24,-48.6703,67.89,95,100,4.14
463,Clarence Town,AU,2021-27-27 09:30:30,-32.5833,151.7833,59.86,77,17,3.74
464,Ayr,GB,2021-27-27 09:32:29,55.4627,-4.6339,63.32,82,90,6.91
465,Palmer,US,2021-27-27 09:32:30,42.1584,-72.3287,67.84,82,1,0.0
466,Sokolo,ML,2021-27-27 09:32:30,14.7328,-6.1219,77.09,71,100,8.14
467,Chapais,CA,2021-27-27 09:32:31,49.7834,-74.8492,46.18,97,35,4.41
468,Baghdad,IQ,2021-27-27 09:32:31,33.3406,44.4009,118.31,13,0,14.97
469,Corn Island,NI,2021-27-27 09:32:31,12.1694,-83.0418,77.14,88,100,5.14
470,Santiago,CL,2021-27-27 09:32:32,-33.4569,-70.6483,47.17,68,20,0.0
471,Iralaya,HN,2021-27-27 09:32:32,15.0,-83.2333,78.22,86,29,7.4
472,Moose Factory,CA,2021-27-27 09:32:32,51.2585,-80.6094,55.38,76,90,8.05
473,Sioux Lookout,CA,2021-27-27 09:32:33,50.1001,-91.917,55.78,100,20,2.3
474,Adrar,MR,2021-27-27 09:32:33,20.5022,-10.0711,94.89,17,62,9.51
475,Iracoubo,GF,2021-27-27 09:32:34,5.4802,-53.2011,75.33,91,63,5.17
476,Salalah,OM,2021-27-27 09:27:57,17.0151,54.0924,84.29,79,75,13.8
477,Cayenne,GF,2021-27-27 09:30:05,4.9333,-52.3333,77.09,90,75,0.0
478,Aykhal,RU,2021-27-27 09:32:34,66.0,111.5,85.84,33,17,9.42
479,Naze,JP,2021-27-27 09:30:13,28.3667,129.4833,79.72,86,100,11.07
480,Sinegorye,RU,2021-27-27 09:32:35,62.0788,150.477,52.23,61,89,7.56
481,Ostrovnoy,RU,2021-27-27 09:32:35,68.0531,39.5131,47.7,80,96,19.06
482,Weligama,LK,2021-27-27 09:32:36,5.9667,80.4167,83.43,73,97,13.82
483,Figeac,FR,2021-27-27 09:32:36,44.75,1.9167,71.35,57,85,4.16
484,Gryazovets,RU,2021-27-27 09:32:37,58.88,40.2525,72.32,53,88,5.55
485,Port-Gentil,GA,2021-27-27 09:32:37,-0.7193,8.7815,80.56,69,40,9.22
486,Igrim,RU,2021-27-27 09:32:37,63.1906,64.4162,59.14,44,66,13.91
487,Melville,US,2021-27-27 09:30:04,40.7934,-73.4151,77.56,74,1,0.0
488,Coquimbo,CL,2021-27-27 09:30:06,-29.9533,-71.3436,47.93,81,0,5.75
489,Romny,UA,2021-27-27 09:32:38,50.751,33.4747,85.98,32,21,8.34
490,Hollabrunn,AT,2021-27-27 09:32:39,48.55,16.0833,84.42,61,41,1.01
491,Baripada,IN,2021-27-27 09:32:39,21.935,86.7214,89.1,66,99,8.41
492,Shache,CN,2021-27-27 09:32:39,38.4167,77.2406,103.96,8,42,13.58
493,Yumen,CN,2021-27-27 09:30:56,40.2833,97.2,90.28,10,22,12.84
494,Verkhnyaya Inta,RU,2021-27-27 09:32:40,65.9811,60.3094,49.51,65,99,8.77
495,Revelstoke,CA,2021-27-27 09:32:40,50.9832,-118.2023,60.82,82,90,2.3
496,Hay River,CA,2021-27-27 09:30:40,60.8156,-115.7999,57.18,88,75,4.61
497,Maues,BR,2021-27-27 09:32:41,-3.3836,-57.7186,69.21,73,2,2.17
498,Lompoc,US,2021-27-27 09:30:15,34.6391,-120.4579,64.11,89,90,0.0
499,Sumbe,AO,2021-27-27 09:31:26,-11.2061,13.8437,78.8,67,20,5.75
500,Paita,PE,2021-27-27 09:32:41,-5.0892,-81.1144,67.68,83,100,12.19
501,Cortez,US,2021-27-27 09:32:42,37.3489,-108.5859,65.41,91,1,0.0
502,Jumla,NP,2021-27-27 09:32:42,29.2747,82.1838,73.92,79,88,4.16
503,Big Rapids,US,2021-27-27 09:32:43,43.6981,-85.4837,72.84,68,1,10.36
504,Chaman,PK,2021-27-27 09:32:43,30.9236,66.4512,105.67,8,92,14.65
505,Thinadhoo,MV,2021-27-27 09:32:44,0.5333,72.9333,81.9,72,100,4.83
506,Vrangel,RU,2021-27-27 09:32:44,42.7297,133.0839,76.71,88,20,3.44
507,Carballo,ES,2021-27-27 09:32:44,43.213,-8.691,68.58,88,78,4.16
508,Sihora,IN,2021-27-27 09:32:45,23.4833,80.1167,78.13,88,100,15.82
509,Pathein,MM,2021-27-27 09:32:45,16.7833,94.7333,82.17,82,100,12.91
510,Inhambane,MZ,2021-27-27 09:29:54,-23.865,35.3833,75.18,43,40,9.22
511,Pimenta Bueno,BR,2021-27-27 09:28:03,-11.6725,-61.1936,70.07,62,3,1.12
512,Mabay,PH,2021-27-27 09:32:46,6.0577,124.4666,81.84,77,94,0.4
513,Omboue,GA,2021-27-27 09:32:46,-1.5746,9.2618,81.5,59,58,6.15
514,Karratha,AU,2021-27-27 09:32:47,-20.7377,116.8463,74.62,67,54,15.7
515,Pucallpa,PE,2021-27-27 09:32:47,-8.3791,-74.5539,72.59,82,40,0.92
516,Cordoba,AR,2021-27-27 09:30:27,-31.4135,-64.1811,35.76,47,0,8.05
517,Deputatskiy,RU,2021-27-27 09:32:47,69.3,139.9,46.85,59,96,15.17
518,La Mira,MX,2021-27-27 09:32:48,18.035,-102.3266,77.7,89,100,4.99
519,Ambilobe,MG,2021-27-27 09:30:18,-13.2,49.05,88.38,34,45,5.32
520,Lago Da Pedra,BR,2021-27-27 09:32:48,-4.3333,-45.1667,70.75,81,7,2.24
521,Bianzhuang,CN,2021-27-27 09:32:49,34.8486,118.0447,77.2,89,100,17.92
522,Merauke,ID,2021-27-27 09:32:49,-8.4667,140.3333,79.45,76,84,11.43
523,Juxtlahuaca,MX,2021-27-27 09:32:49,17.4294,-99.1467,69.35,96,100,0.98
524,Bereznik,RU,2021-27-27 09:32:50,62.8551,42.7072,66.4,39,37,10.83
525,Nha Trang,VN,2021-27-27 09:30:43,12.25,109.1833,98.6,58,29,6.2
526,Diamantino,BR,2021-27-27 09:31:09,-14.4086,-56.4461,66.97,58,6,4.94
527,Saquena,PE,2021-27-27 09:32:50,-4.6667,-73.5167,70.2,99,53,1.72
528,Iguape,BR,2021-27-27 09:32:51,-24.7081,-47.5553,64.96,58,25,10.92
529,Wamba,NG,2021-27-27 09:32:51,8.9333,8.6,72.07,85,100,4.61
530,Touros,BR,2021-27-27 09:32:52,-5.1989,-35.4608,70.7,82,28,11.54
531,Flin Flon,CA,2021-27-27 09:32:52,54.7682,-101.865,55.58,63,26,4.99
532,Portlethen,GB,2021-27-27 09:32:52,57.0547,-2.1307,62.37,90,90,5.75
533,Daru,PG,2021-27-27 09:32:53,-9.0763,143.2092,77.22,86,85,15.55
534,Acuexcomac,MX,2021-27-27 09:32:53,19.0333,-98.3833,54.46,85,90,4.54
535,Ca Mau,VN,2021-27-27 09:32:53,9.1769,105.15,86.34,66,1,12.44
536,Pokrovsk,UA,2021-27-27 09:32:54,48.282,37.1758,86.38,32,2,6.53
537,Dzaoudzi,YT,2021-27-27 09:32:54,-12.7887,45.2699,82.29,61,20,17.27
538,Sur,OM,2021-27-27 09:32:55,22.5667,59.5289,100.54,42,77,7.58
539,Kayes,ML,2021-27-27 09:32:55,14.0,-11.0,81.72,74,100,9.19
540,Akyab,MM,2021-27-27 09:32:55,20.15,92.9,81.41,82,100,18.25
541,Shevchenkove,UA,2021-27-27 09:32:56,49.6959,37.1735,85.78,25,2,8.75
542,Bealanana,MG,2021-27-27 09:32:56,-14.55,48.7333,68.29,58,74,7.92
543,Skegness,GB,2021-27-27 09:32:56,53.1436,0.3363,70.34,74,100,7.72
544,Xinpu,CN,2021-27-27 09:32:57,34.5997,119.1594,78.19,91,100,20.13
545,Pemberton,CA,2021-27-27 09:32:57,50.3164,-122.8027,57.06,83,0,2.15
546,Gigmoto,PH,2021-27-27 09:32:57,13.7796,124.39,84.25,79,100,13.69
547,Jacksonville,US,2021-27-27 09:32:44,30.3322,-81.6556,78.91,94,40,1.01
548,Rawson,AR,2021-27-27 09:32:58,-43.3002,-65.1023,42.22,64,79,28.59
549,Okhotsk,RU,2021-27-27 09:32:58,59.3833,143.3,63.95,87,65,9.4
550,Semey,KZ,2021-27-27 09:32:59,50.4111,80.2275,77.22,29,0,11.18
551,Lac Du Bonnet,CA,2021-27-27 09:32:59,50.2536,-96.0612,57.58,79,0,2.75
552,Xiaolingwei,CN,2021-27-27 09:32:59,32.0333,118.85,78.85,98,100,10.04
553,San Andres,CO,2021-27-27 09:33:00,12.5847,-81.7006,80.62,83,40,2.3
554,Pierre,US,2021-27-27 09:32:09,44.3683,-100.351,76.28,73,1,0.0
555,Litovko,RU,2021-27-27 09:33:00,49.2361,135.1742,87.03,55,76,7.29
556,Ilulissat,GL,2021-27-27 09:30:23,69.2167,-51.1,60.82,55,100,14.97
557,Cheyenne,US,2021-27-27 09:33:01,41.14,-104.8203,65.95,75,1,4.61
558,Krasnoselkup,RU,2021-27-27 09:33:01,65.7,82.4667,50.13,96,100,14.09
559,Aurillac,FR,2021-27-27 09:28:48,44.9167,2.45,68.25,67,98,3.33
560,Turan,VN,2021-27-27 09:33:02,16.0678,108.2208,100.45,49,20,6.91
561,Balaka,MW,2021-27-27 09:33:02,-14.9793,34.9558,71.85,33,41,6.15
562,Bang Saphan,TH,2021-27-27 09:33:03,11.2126,99.5117,84.94,74,98,10.11
563,Muzhi,RU,2021-27-27 09:33:03,65.3667,64.6667,44.94,92,100,11.41
564,Kuusamo,FI,2021-27-27 09:33:04,65.9667,29.1833,68.04,42,0,4.61
565,Paamiut,GL,2021-27-27 09:33:04,61.994,-49.6678,45.73,88,100,13.67
566,Erzin,TR,2021-27-27 09:33:04,36.9559,36.2,97.32,26,0,8.57
567,Oriximina,BR,2021-27-27 09:33:05,-1.7656,-55.8661,72.19,71,9,2.19
568,Ginir,ET,2021-27-27 09:33:05,7.1333,40.7,69.49,52,96,7.07
569,Santa Cruz,BO,2021-27-27 09:30:03,-17.8,-63.1667,65.66,52,40,23.02
570,Byron Bay,AU,2021-27-27 09:29:18,-28.65,153.6167,62.87,64,0,12.75
571,Zheleznodorozhnyy,RU,2021-27-27 09:33:06,55.7503,38.0042,82.62,28,1,1.86
572,Aktas,KZ,2021-27-27 09:33:06,49.7789,72.9608,73.15,27,4,11.5
573,Ahmadnagar,IN,2021-27-27 09:28:41,19.0833,74.7333,82.54,57,100,24.79
574,Acari,PE,2021-27-27 09:33:07,-15.4311,-74.6158,61.56,81,60,3.13
575,Fortuna,US,2021-27-27 09:33:07,40.5982,-124.1573,66.42,94,90,0.0
576,Nishihara,JP,2021-27-27 09:33:08,26.1842,127.7558,85.68,89,75,17.27
577,Bireun,ID,2021-27-27 09:33:08,5.203,96.7009,85.32,68,44,4.54
578,Chone,EC,2021-27-27 09:33:08,-0.6833,-80.1,70.86,93,96,0.34
579,Uige,AO,2021-27-27 09:33:09,-7.6087,15.0613,69.82,64,20,4.61
580,Berlevag,NO,2021-27-27 09:29:51,70.8578,29.0864,48.15,87,40,10.36
581,Brae,GB,2021-27-27 09:33:09,60.3964,-1.353,55.31,97,99,10.33
582,Nadym,RU,2021-27-27 09:33:10,65.5333,72.5167,64.8,40,43,4.38
583,Wufeng,CN,2021-27-27 09:33:10,27.45,104.8333,66.76,85,84,5.06
584,Lagos,NG,2021-27-27 09:29:29,6.5833,3.75,79.12,65,100,9.35
585,Tanout,NE,2021-27-27 09:33:11,14.9709,8.8879,84.24,52,98,8.68
586,Caruray,PH,2021-27-27 09:33:11,10.3094,119.0128,84.16,73,61,16.31
587,Pangody,RU,2021-27-27 09:33:11,65.85,74.4859,63.03,41,46,11.41
588,Rocha,UY,2021-27-27 09:33:12,-34.4833,-54.3333,41.05,69,77,11.99
589,Norfolk,US,2021-27-27 09:30:07,42.1668,-71.2495,69.98,89,1,0.0
590,Luwuk,ID,2021-27-27 09:33:12,-0.9516,122.7875,77.54,84,85,6.13
